"Strike ID","Date","Location","Confirmed/
possible US strike","Air strike?","Drone strike","Strike type","Minimum strikes","Maximum strikes","Minimum people killed","Maximum people killed","Minimum civilians killed","Maximum civilians killed","Minimum children killed","Maximum children killed","Minimum people injured","Maximum people injured","Strike link","extra","Year","House Majority Party","Senate Majority Party","Presidential Party","Unified?"
"SOM158",2019-05-24,"Golis Mountains","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM159",2019-05-26,"Golis Mountains","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM160",2019-06-04,"Golis Mountains","Confirmed",1,0,"Air operation - drone or air strike",1,1,6,6,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM161",2019-06-05,"Vicinity of Tortoroow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM162",2019-06-16,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",2,2,2,2,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM163",2019-06-24,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM164",2019-06-25,"Vicinity of Kunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM165",2019-07-27,"Golis Mountains","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM166",2019-08-20,"Vicinity of Kunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM167",2019-09-03,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",2,2,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM168",2019-09-17,"Northwest of Kismayo, lower Juba province","Confirmed",1,0,"Air operation - drone or air strike",1,1,2,2,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM168a",2019-09-24,"near Ugungi, Lower Shabelle","Confirmed",1,0,"Air operation - drone or air strike",1,1,0,0,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM169",2019-09-30,"Baledogle Military Airfield (BMA) complex, Baledogle","Confirmed",1,0,"Air operation - drone or air strike",1,1,10,10,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM170",2019-09-30,"Near Kunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM171",2019-10-25,"Ameyra village, Golis Mountains","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,2,0,0,0,1,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM172",2019-11-12,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM173",2019-11-19,"near Qunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM174",2019-11-30,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,0,0,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM175",2019-12-09,"Vicinity of Saakow","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM176",2019-12-16,"Vicinity of Dujuuma","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM177",2019-12-29,"Qunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",2,2,2,2,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM178",2019-12-29,"Caliyoow Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,2,2,0,0,0,0,0,0,NA,NA,2019,"Democrat","Republican","Republican","No"
"SOM179",2020-01-03,"Bacaw","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM180",2020-01-16,"Vicinity of Qunyo Barrow","Confirmed",1,0,"Air operation - drone or air strike",1,1,2,2,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM181",2020-01-19,"Near Bangeeni","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM182",2020-01-26,"Near Jamaame","Confirmed",1,0,"Air operation - drone or air strike",1,1,0,0,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM183",2020-01-27,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,1,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM184",2020-01-29,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,0,0,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM185",2020-02-02,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,2,0,1,0,0,0,2,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM186",2020-02-04,"Vicinity of Beer Xaani","Confirmed",1,0,"Air operation - drone or air strike",1,1,1,1,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM187",2020-02-06,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",2,2,0,0,0,0,0,0,2,2,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM188",2020-02-17,"Vicinity of Jilib","Confirmed",1,0,"Air operation - drone or air strike",1,1,0,0,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
"SOM189",2020-02-19,"Vicinity of Wadajir","Confirmed",1,0,"Air operation - drone or air strike",1,1,3,3,0,0,0,0,0,0,NA,NA,2020,"Democrat","Republican","Republican","No"
