"Strike ID","Date","Location","Area","Minimum people killed","Maximum people killed","Minimum civilians killed","Maximum civilians killed","Minimum children killed","Maximum children killed","Minimum people injured","Maximum people injured","Strike link","extra","Index","Year","House Majority Party","Senate Majority Party","Presidential Party","Unified?"
"Ob116",2010-09-04,"Datta Khel","North Waziristan",7,8,0,0,0,0,12,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob116",NA,"167",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob117",2010-09-06,"Khar Qamar","North Waziristan",3,6,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob117",NA,"168",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob118",2010-09-08,"Danda Darpakhel","North Waziristan",5,10,4,4,4,4,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob118",NA,"169",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob119",2010-09-08,"Ambar Shaga","North Waziristan",3,4,0,4,0,0,1,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob119",NA,"170",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob120",2010-09-08,"Danda Darpakhel","North Waziristan",10,10,0,0,0,0,2,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob120",NA,"171",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob121",2010-09-09,"Miram Shah","North Waziristan",3,6,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob121",NA,"172",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob122",2010-09-12,"Newey Adda","North Waziristan",5,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob122",NA,"173",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob123",2010-09-14,"Bushnarai","North Waziristan",11,12,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob123",NA,"174",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob124",2010-09-14,"Qutab Khel","North Waziristan",1,4,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob124",NA,"175",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob125",2010-09-15,"Darga Mandi","North Waziristan",11,15,5,5,0,0,1,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob125",NA,"176",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob126",2010-09-15,"Pai Khel","North Waziristan",4,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob126",NA,"177",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob127",2010-09-19,"Deegan","North Waziristan",3,9,5,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob127",NA,"178",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob128",2010-09-20,"Darazinda","North Waziristan",3,6,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob128",NA,"179",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob129",2010-09-21,"Khand Morsak","South Waziristan",7,8,0,0,0,0,4,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob129",NA,"180",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob130",2010-09-21,"Azam Warsak","South Waziristan",0,16,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob130",NA,"181",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob131",2010-09-25,"Datta Khel","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob131",NA,"182",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob132",2010-09-26,"Lawra Mandi","North Waziristan",4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob132",NA,"183",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob133",2010-09-26,"Miram Shah","North Waziristan",3,5,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob133",NA,"184",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob134",2010-09-26,"Sheerani","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob134",NA,"185",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob135",2010-09-27,"Khushali","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob135",NA,"186",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob136",2010-09-28,"Zeba","South Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob136",NA,"187",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob137",2010-10-02,"Asar Village","North Waziristan",8,10,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob137",NA,"188",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob138",2010-10-02,"Inzarkas","North Waziristan",7,14,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob138",NA,"189",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob139",2010-10-04,"Mir Ali","North Waziristan",5,9,0,3,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob139",NA,"190",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob140",2010-10-06,"Miram Shah","North Waziristan",5,11,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob140",NA,"191",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob141",2010-10-06,"Hurmuz","North Waziristan",3,5,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob141",NA,"192",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob142",2010-10-07,"Khaisoori","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob142",NA,"193",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob143",2010-10-08,"Mohammad Khel","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob143",NA,"194",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob144",2010-10-08,"Char Khel","North Waziristan",5,8,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob144",NA,"195",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob145",2010-10-10,"Shiva","North Waziristan",4,9,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob145",NA,"196",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob146",2010-10-13,"Datta Khel","North Waziristan",6,14,3,6,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob146",NA,"197",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob147",2010-10-15,"Aziz Khel","North Waziristan",4,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob147",NA,"198",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob148",2010-10-15,"Machi Khel","North Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob148",NA,"199",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob149",2010-10-18,"Datta Khel","North Waziristan",6,7,1,1,1,1,1,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob149",NA,"200",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob150",2010-10-27,"Mir Ali","North Waziristan",2,5,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob150",NA,"201",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob151",2010-10-27,"Deegan","North Waziristan",2,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob151",NA,"202",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob152",2010-10-28,"Ismail Khel","North Waziristan",4,8,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob152",NA,"203",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob153",2010-11-01,"Haider Khel","North Waziristan",5,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob153",NA,"204",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob154",2010-11-03,"Qutab Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob154",NA,"205",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob155",2010-11-03,"Khaso Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob155",NA,"206",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob156",2010-11-03,"Pai Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob156",NA,"207",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob157",2010-11-07,"Ghulam Khan","North Waziristan",8,9,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob157",NA,"208",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob158",2010-11-07,"Datta Khel","North Waziristan",3,6,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob158",NA,"209",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob159",2010-11-11,"Ghulam Khan","North Waziristan",5,8,0,0,0,0,5,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob159",NA,"210",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob160",2010-11-13,"Miram Shah","North Waziristan",4,4,0,4,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob160",NA,"211",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob161",2010-11-16,"Ghulam Khan","North Waziristan",20,20,0,9,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob161",NA,"212",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob162",2010-11-19,"Norak","North Waziristan",2,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob162",NA,"213",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob163",2010-11-21,"Khaddi","North Waziristan",5,9,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob163",NA,"214",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob164",2010-11-22,"Khesoor","North Waziristan",3,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob164",NA,"215",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob165",2010-11-26,"Pir Kelev","North Waziristan",2,4,1,4,1,1,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob165",NA,"216",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob166",2010-11-28,"Hassan Khel","North Waziristan",0,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob166",NA,"217",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob167",2010-12-06,"Khushali","North Waziristan",3,5,0,2,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob167",NA,"218",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob168",2010-12-06,"Kushali","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob168",NA,"219",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob169",2010-12-10,"Khadar Khel","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob169",NA,"220",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob170",2010-12-14,"Spalaga","North Waziristan",3,4,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob170",NA,"221",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob171",2010-12-16,"Tirah Valley","Khyber Agency",7,7,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob171",NA,"222",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob172",2010-12-17,"Sandana","Khyber Agency",7,15,0,0,0,0,7,11,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob172",NA,"223",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob173",2010-12-17,"Nakai","Khyber Agency",11,15,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob173",NA,"224",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob174",2010-12-17,"Speen Drang","Khyber Agency",32,32,2,2,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob174",NA,"225",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob175",2010-12-27,"Shera Tala","North Waziristan",18,22,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob175",NA,"226",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob176",2010-12-27,"Machi Khel","North Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob176",NA,"227",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob177",2010-12-28,"Ghulam Khan","North Waziristan",5,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob177",NA,"228",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob178",2010-12-28,"Ghulam Khan","North Waziristan",5,12,2,4,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob178",NA,"229",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob179",2010-12-28,"Ghulam Khan","North Waziristan",9,10,0,0,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob179",NA,"230",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob180",2010-12-31,"Ghulam Khan","North Waziristan",4,8,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob180",NA,"231",2010,"Democrat","Democrat","Democrat","Democrat"
"Ob181",2011-01-01,"Mandi Khel","North Waziristan",8,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob181","http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#","232",2011,"Republican","Democrat","Democrat","No"
"Ob182",2011-01-01,"Mandi Khel","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob182",NA,"233",2011,"Republican","Democrat","Democrat","No"
"Ob183",2011-01-01,"Datta Khel","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob183",NA,"234",2011,"Republican","Democrat","Democrat","No"
"Ob184",2011-01-01,"Boya","North Waziristan",4,4,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob184",NA,"235",2011,"Republican","Democrat","Democrat","No"
"Ob185",2011-01-07,"Ghar Laley","North Waziristan",1,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob185",NA,"236",2011,"Republican","Democrat","Democrat","No"
"Ob186",2011-01-12,"Haider Khel","North Waziristan",3,6,0,0,0,0,2,15,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob186",NA,"237",2011,"Republican","Democrat","Democrat","No"
"Ob187",2011-01-18,"Assar Madd Khel, Datta Khel","North Waziristan",3,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob187",NA,"238",2011,"Republican","Democrat","Democrat","No"
"Ob188",2011-01-23,"Doga Mada Khel","North Waziristan",2,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob188",NA,"239",2011,"Republican","Democrat","Democrat","No"
"Ob189",2011-01-23,"Doga Mada Khel","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob189",NA,"240",2011,"Republican","Democrat","Democrat","No"
"Ob190",2011-01-23,"Razmak","North Waziristan",4,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob190",NA,"241",2011,"Republican","Democrat","Democrat","No"
"Ob191",2011-02-20,"Kazha Punga area, Tehsil Birmal","South Waziristan",6,8,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob191",NA,"242",2011,"Republican","Democrat","Democrat","No"
"Ob192",2011-02-21,"Malik Jashdar","North Waziristan",7,14,0,11,0,0,10,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob192",NA,"243",2011,"Republican","Democrat","Democrat","No"
"Ob193",2011-02-24,"Mohammad Khel","North Waziristan",4,7,0,0,0,0,3,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob193",NA,"244",2011,"Republican","Democrat","Democrat","No"
"Ob194",2011-03-08,"Landidog","South Waziristan",2,5,0,5,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob194",NA,"245",2011,"Republican","Democrat","Democrat","No"
"Ob195",2011-03-09,"Datta Khel","North Waziristan",5,5,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob195",NA,"246",2011,"Republican","Democrat","Democrat","No"
"Ob196",2011-03-11,"Khesoor","North Waziristan",4,12,5,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob196",NA,"247",2011,"Republican","Democrat","Democrat","No"
"Ob197",2011-03-11,"Ghoroski","North Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob197",NA,"248",2011,"Republican","Democrat","Democrat","No"
"Ob198",2011-03-13,"Azam Warsak","South Waziristan",0,4,0,0,0,0,0,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob198",NA,"249",2011,"Republican","Democrat","Democrat","No"
"Ob199",2011-03-13,"Ishar Morr area, Qutab Khel, Miranshah","North Waziristan",4,7,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob199",NA,"250",2011,"Republican","Democrat","Democrat","No"
"Ob200",2011-03-14,"Malik Jashdar","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob200",NA,"251",2011,"Republican","Democrat","Democrat","No"
"Ob201",2011-03-16,"Datta Khel","North Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob201",NA,"252",2011,"Republican","Democrat","Democrat","No"
"Ob202",2011-03-17,"Datta Khel","North Waziristan",26,42,19,41,0,1,9,14,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob202",NA,"253",2011,"Republican","Democrat","Democrat","No"
"Ob203",2011-04-13,"Angor Adda","South Waziristan",4,7,0,7,0,0,6,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob203",NA,"254",2011,"Republican","Democrat","Democrat","No"
"Ob204",2011-04-22,"Spinwan","North Waziristan",20,26,5,9,3,5,5,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob204",NA,"255",2011,"Republican","Democrat","Democrat","No"
"Ob205",2011-05-06,"Dwa Tooe","North Waziristan",7,18,6,6,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob205",NA,"256",2011,"Republican","Democrat","Democrat","No"
"Ob206",2011-05-10,"Angor Adda","South Waziristan",3,5,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob206",NA,"257",2011,"Republican","Democrat","Democrat","No"
"Ob207",2011-05-12,"Datta Khel","North Waziristan",5,8,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob207",NA,"258",2011,"Republican","Democrat","Democrat","No"
"Ob208",2011-05-13,"Doga Mada Khel","North Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob208",NA,"259",2011,"Republican","Democrat","Democrat","No"
"Ob209",2011-05-16,"Khushali Village, Mir Ail","North Waziristan",4,10,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob209",NA,"260",2011,"Republican","Democrat","Democrat","No"
"Ob210",2011-05-16,"Khisoor Village, Mir Ali","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob210",NA,"261",2011,"Republican","Democrat","Democrat","No"
"Ob211",2011-05-20,"Tappi","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob211",NA,"262",2011,"Republican","Democrat","Democrat","No"
"Ob212",2011-05-23,"Mir Ali","North Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob212",NA,"263",2011,"Republican","Democrat","Democrat","No"
"Ob213",2011-06-03,"Ghwa Khwa","South Waziristan",5,12,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob213",NA,"264",2011,"Republican","Democrat","Democrat","No"
"Ob214",2011-06-06,"Tigger, Toji Khel Wazir","South Waziristan",7,9,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob214",NA,"265",2011,"Republican","Democrat","Democrat","No"
"Ob215",2011-06-06,"Wacha Dana","South Waziristan",8,10,0,7,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob215",NA,"266",2011,"Republican","Democrat","Democrat","No"
"Ob216",2011-06-06,"Darnashtra","South Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob216",NA,"267",2011,"Republican","Democrat","Democrat","No"
"Ob217",2011-06-08,"Zoynari","South Waziristan",18,23,0,0,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob217",NA,"268",2011,"Republican","Democrat","Democrat","No"
"Ob218",2011-06-08,"Shawal","South Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob218",NA,"269",2011,"Republican","Democrat","Democrat","No"
"Ob219",2011-06-15,"Wana","South Waziristan",2,10,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob219",NA,"270",2011,"Republican","Democrat","Democrat","No"
"Ob220",2011-06-15,"Karez","South Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob220",NA,"271",2011,"Republican","Democrat","Democrat","No"
"Ob221",2011-06-15,"Mir Ali","North Waziristan",5,6,5,6,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob221",NA,"272",2011,"Republican","Democrat","Democrat","No"
"Ob222",2011-06-20,"Khardand","Kurram Agency",5,7,2,7,0,0,0,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob222",NA,"273",2011,"Republican","Democrat","Democrat","No"
"Ob223",2011-06-20,"Zarakai","Kurram Agency",2,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob223",NA,"274",2011,"Republican","Democrat","Democrat","No"
"Ob224",2011-06-27,"Shawal","South Waziristan",6,12,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob224",NA,"275",2011,"Republican","Democrat","Democrat","No"
"Ob225",2011-06-27,"Shakai","South Waziristan",12,21,0,20,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob225",NA,"276",2011,"Republican","Democrat","Democrat","No"
"Ob226",2011-07-05,"Mir Ali","North Waziristan",4,6,0,3,0,2,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob226",NA,"277",2011,"Republican","Democrat","Democrat","No"
"Ob227",2011-07-11,"Gurwak","North Waziristan",4,12,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob227",NA,"278",2011,"Republican","Democrat","Democrat","No"
"Ob228",2011-07-12,"Gurwak","North Waziristan",12,25,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob228",NA,"279",2011,"Republican","Democrat","Democrat","No"
"Ob229",2011-07-12,"Barmal","South Waziristan",5,13,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob229",NA,"280",2011,"Republican","Democrat","Democrat","No"
"Ob230",2011-07-12,"Datta Khel","North Waziristan",13,15,0,4,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob230",NA,"281",2011,"Republican","Democrat","Democrat","No"
"Ob231",2011-07-12,"Datta Khel","North Waziristan",1,9,1,1,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob231",NA,"282",2011,"Republican","Democrat","Democrat","No"
"Ob232",2011-07-20,"Mir Ali","North Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob232",NA,"283",2011,"Republican","Democrat","Democrat","No"
"Ob233",2011-08-01,"Azam Warsak","South Waziristan",3,6,0,6,0,0,2,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob233",NA,"284",2011,"Republican","Democrat","Democrat","No"
"Ob234",2011-08-02,"Qutab Khel","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob234",NA,"285",2011,"Republican","Democrat","Democrat","No"
"Ob235",2011-08-10,"Miram Shah","North Waziristan",8,25,0,0,0,0,3,8,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob235",NA,"286",2011,"Republican","Democrat","Democrat","No"
"Ob236",2011-08-16,"Miram Shah","North Waziristan",2,7,3,4,1,1,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob236",NA,"287",2011,"Republican","Democrat","Democrat","No"
