"Strike ID","Date","Location","Area","Minimum people killed","Maximum people killed","Minimum civilians killed","Maximum civilians killed","Minimum children killed","Maximum children killed","Minimum people injured","Maximum people injured","Strike link","extra","Index","Year","House Majority Party","Senate Majority Party","Presidential Party","Unified?"
"Ob237",2011-08-19,"Shin Warsak","South Waziristan",3,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob237",NA,"288",2011,"Republican","Democrat","Democrat","No"
"Ob238",2011-08-22,"Mir Koon Khel, Mir Ali","North Waziristan",3,7,0,4,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob238",NA,"289",2011,"Republican","Democrat","Democrat","No"
"Ob239",2011-09-11,"Hisokhel","North Waziristan",1,5,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob239",NA,"290",2011,"Republican","Democrat","Democrat","No"
"Ob240",2011-09-23,"Khushali","North Waziristan",3,8,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob240",NA,"291",2011,"Republican","Democrat","Democrat","No"
"Ob241",2011-09-27,"Azam Warsak","South Waziristan",0,4,0,0,0,0,0,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob241",NA,"292",2011,"Republican","Democrat","Democrat","No"
"Ob242",2011-09-30,"Baghar","South Waziristan",3,4,0,0,0,0,1,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob242",NA,"293",2011,"Republican","Democrat","Democrat","No"
"Ob243",2011-10-13,"Danda Darpakhel","North Waziristan",1,6,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob243",NA,"294",2011,"Republican","Democrat","Democrat","No"
"Ob244",2011-10-13,"Chashma Nala, Birmal","South Waziristan",3,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob244",NA,"295",2011,"Republican","Democrat","Democrat","No"
"Ob245",2011-10-14,"Danda Darpakhel","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob245",NA,"296",2011,"Republican","Democrat","Democrat","No"
"Ob246",2011-10-15,"Angor Adda","South Waziristan",3,6,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob246",NA,"297",2011,"Republican","Democrat","Democrat","No"
"Ob247",2011-10-26,"Shana Wana, Birmal","South Waziristan",13,22,0,0,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob247",NA,"298",2011,"Republican","Democrat","Democrat","No"
"Ob248",2011-10-27,"Azam Warsak","South Waziristan",4,6,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob248",NA,"299",2011,"Republican","Democrat","Democrat","No"
"Ob249",2011-10-27,"Hisokhel","North Waziristan",4,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob249",NA,"300",2011,"Republican","Democrat","Democrat","No"
"Ob250",2011-10-30,"Khar Khama, Datta Khel","North Waziristan",4,6,4,4,0,0,2,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob250",NA,"301",2011,"Republican","Democrat","Democrat","No"
"Ob251",2011-10-31,"Norak","North Waziristan",2,4,2,2,2,2,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob251",NA,"302",2011,"Republican","Democrat","Democrat","No"
"Ob252",2011-11-03,"Sarai Darpa Khel, Miranshah","North Waziristan",2,3,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob252",NA,"303",2011,"Republican","Democrat","Democrat","No"
"Ob253",2011-11-15,"Miram Shah","North Waziristan",3,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob253",NA,"304",2011,"Republican","Democrat","Democrat","No"
"Ob254",2011-11-16,"Babar Ghar","South Waziristan",4,22,0,0,0,0,6,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob254",NA,"305",2011,"Republican","Democrat","Democrat","No"
"Ob255",2011-11-17,"Shawal","North Waziristan",7,9,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob255",NA,"306",2011,"Republican","Democrat","Democrat","No"
"Ob256",2012-01-10,"Miram Shah","North Waziristan",1,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob256","http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#","307",2012,"Republican","Democrat","Democrat","No"
"Ob257",2012-01-12,"Datta Khel","North Waziristan",5,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob257",NA,"308",2012,"Republican","Democrat","Democrat","No"
"Ob258",2012-01-23,"Deegan","North Waziristan",2,5,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob258",NA,"309",2012,"Republican","Democrat","Democrat","No"
"Ob259",2012-01-23,"Char Khel, Datta Khel","North Waziristan",0,2,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob259",NA,"310",2012,"Republican","Democrat","Democrat","No"
"Ob260",2012-02-08,"Miranshah","North Waziristan",9,10,0,0,0,0,2,12,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob260",NA,"311",2012,"Republican","Democrat","Democrat","No"
"Ob261",2012-02-09,"Miranshah","North Waziristan",3,8,0,3,0,1,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob261",NA,"312",2012,"Republican","Democrat","Democrat","No"
"Ob262",2012-02-16,"Miranshah","North Waziristan",5,6,0,0,0,0,4,7,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob262",NA,"313",2012,"Republican","Democrat","Democrat","No"
"Ob263",2012-02-16,"Jalar Zakar Khel, Mir Ali","North Waziristan",8,15,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob263",NA,"314",2012,"Republican","Democrat","Democrat","No"
"Ob264",2012-03-09,"Shaktoi Mandao","South Waziristan",4,15,0,0,0,0,0,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob264",NA,"315",2012,"Republican","Democrat","Democrat","No"
"Ob265",2012-03-09,"Nishpa","South Waziristan",6,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob265",NA,"316",2012,"Republican","Democrat","Democrat","No"
"Ob266",2012-03-13,"Wagdalai, Tehsil Birmal","South Waziristan",6,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob266",NA,"317",2012,"Republican","Democrat","Democrat","No"
"Ob267",2012-03-13,"Shawa","North/South Waziristan",6,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob267",NA,"318",2012,"Republican","Democrat","Democrat","No"
"Ob268",2012-03-30,"Sarai Bazaar, Miranshah","North Waziristan",3,4,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob268",NA,"319",2012,"Republican","Democrat","Democrat","No"
"Ob269",2012-04-29,"Miranshah Bazaar","North Waziristan",3,6,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob269",NA,"320",2012,"Republican","Democrat","Democrat","No"
"Ob270",2012-05-05,"Guldar Kot, Dre Nishtar area","North Waziristan",8,10,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob270",NA,"321",2012,"Republican","Democrat","Democrat","No"
"Ob271",2012-05-23,"Datta Khel Kalai","North Waziristan",1,5,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob271",NA,"322",2012,"Republican","Democrat","Democrat","No"
"Ob272",2012-05-24,"Khassokhel near Mir Ali","North Waziristan",5,12,0,8,0,0,3,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob272",NA,"323",2012,"Republican","Democrat","Democrat","No"
"Ob273",2012-05-26,"Miranshah","North Waziristan",1,4,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob273",NA,"324",2012,"Republican","Democrat","Democrat","No"
"Ob274",2012-05-28,"Khassokhel near Mir Ali","North Waziristan",4,10,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob274",NA,"325",2012,"Republican","Democrat","Democrat","No"
"Ob275",2012-05-28,"Degan, Datta Khel","North Waziristan",2,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob275",NA,"326",2012,"Republican","Democrat","Democrat","No"
"Ob276",2012-06-02,"Khawashi Khel, near Wana","South Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob276",NA,"327",2012,"Republican","Democrat","Democrat","No"
"Ob277",2012-06-03,"Landai Warai, Tehsil Birmal","South Waziristan",0,10,0,0,0,0,4,10,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob277",NA,"328",2012,"Republican","Democrat","Democrat","No"
"Ob278",2012-06-04,"Khushali, Tehsil Mir Ali","North Waziristan",14,18,0,6,0,0,3,6,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob278",NA,"329",2012,"Republican","Democrat","Democrat","No"
"Ob279",2012-06-13,"Isha, near Miranshah","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob279",NA,"330",2012,"Republican","Democrat","Democrat","No"
"Ob280",2012-06-14,"Miranshah","North Waziristan",1,4,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob280",NA,"331",2012,"Republican","Democrat","Democrat","No"
"Ob281",2012-06-26,"Shawal","North Waziristan",4,7,0,0,0,0,2,7,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob281",NA,"332",2012,"Republican","Democrat","Democrat","No"
"Ob282",2012-07-01,"Dre Nishter/Shawal","North Waziristan",6,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob282",NA,"333",2012,"Republican","Democrat","Democrat","No"
"Ob283",2012-07-06,"Maizer","North Waziristan",13,24,3,18,0,0,2,22,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob283",NA,"334",2012,"Republican","Democrat","Democrat","No"
"Ob284",2012-07-23,"Dre Nishter/Shawal","North Waziristan",11,14,6,14,0,0,2,11,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob284",NA,"335",2012,"Republican","Democrat","Democrat","No"
"Ob285",2012-07-29,"Kushhali Turkhel","North Waziristan",4,7,0,3,0,0,4,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob285",NA,"336",2012,"Republican","Democrat","Democrat","No"
"Ob286",2012-08-18,"Mammon Narai, Shuweda","North Waziristan",5,12,1,1,0,0,2,9,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob286",NA,"337",2012,"Republican","Democrat","Democrat","No"
"Ob287",2012-08-19,"Mana, Shawal","North Waziristan",4,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob287",NA,"338",2012,"Republican","Democrat","Democrat","No"
"Ob288",2012-08-19,"Mana, Shawal","North Waziristan",2,3,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob288",NA,"339",2012,"Republican","Democrat","Democrat","No"
"Ob289",2012-08-21,"Shnakhura, Datta Khel","North Waziristan",4,25,1,3,1,1,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob289",NA,"340",2012,"Republican","Democrat","Democrat","No"
"Ob290",2012-08-24,"Makai/Maki Ghar, Shawal","North Waziristan",13,22,0,0,0,0,4,14,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob290",NA,"341",2012,"Republican","Democrat","Democrat","No"
"Ob291",2012-08-24,"Dara, Shawal","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob291",NA,"342",2012,"Republican","Democrat","Democrat","No"
"Ob292",2012-08-24,"Dre Nishter, Shawal","North Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob292",NA,"343",2012,"Republican","Democrat","Democrat","No"
"Ob293",2012-09-01,"Degan","North Waziristan",4,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob293",NA,"344",2012,"Republican","Democrat","Democrat","No"
"Ob294",2012-09-21,"Mohammed Khel/Datta Khel","North Waziristan",3,4,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob294",NA,"345",2012,"Republican","Democrat","Democrat","No"
"Ob295",2012-09-24,"Mosaki - Inzar Abad, Tehsil Mir Ali","North Waziristan",3,8,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob295",NA,"346",2012,"Republican","Democrat","Democrat","No"
"Ob296",2012-10-01,"Khadar Khel","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob296",NA,"347",2012,"Republican","Democrat","Democrat","No"
"Ob297",2012-10-10,"Hurmaz, Teshil Mir Ali","North Waziristan",3,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob297",NA,"348",2012,"Republican","Democrat","Democrat","No"
"Ob298",2012-10-11,"Buland Khel","Orakzai Agency",16,26,0,2,0,0,5,15,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob298",NA,"349",2012,"Republican","Democrat","Democrat","No"
"Ob299",2012-10-24,"Village Ghundi Killi Daur Tappi area of Tehsil Miranshah","North Waziristan",1,1,1,1,0,0,6,9,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob299",NA,"350",2012,"Republican","Democrat","Democrat","No"
"Ob300",2012-11-29,"Shin Warsak","South Waziristan",1,4,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob300",NA,"351",2012,"Republican","Democrat","Democrat","No"
"Ob301",2012-12-01,"Shin Warsak","South Waziristan",1,4,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob301",NA,"352",2012,"Republican","Democrat","Democrat","No"
"Ob302",2012-12-06,"Noorak Mubarak Shahi area, Tehsil Mir Ali","North Waziristan",2,11,1,1,0,0,1,6,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob302",NA,"353",2012,"Republican","Democrat","Democrat","No"
"Ob303",2012-12-09,"Tabbi Tor Khel, Tehisl Ghulam Khan","North Waziristan",2,4,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob303",NA,"354",2012,"Republican","Democrat","Democrat","No"
"Ob304",2012-12-21,"Hassokhel, near Mir Ali","North Waziristan",3,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob304",NA,"355",2012,"Republican","Democrat","Democrat","No"
"Ob305",2012-12-29,"Gurbaz, Shawal","North Waziristan",4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob305",NA,"356",2012,"Republican","Democrat","Democrat","No"
"Ob306",2013-01-02,"Lajhmarai area, Tehsil Birmal","South Waziristan",6,11,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob306","http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#","357",2013,"Republican","Democrat","Democrat","No"
"Ob307",2013-01-03,"Ghundi Killi, Tappi area, Tehsil Miranshah","North Waziristan",3,6,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob307",NA,"358",2013,"Republican","Democrat","Democrat","No"
"Ob308",2013-01-06,"Smal Narai area, Tehsil Ladha","South Waziristan",8,18,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob308",NA,"359",2013,"Republican","Democrat","Democrat","No"
"Ob309",2013-01-08,"Haiderkhel, near Mir Ali","North Waziristan",4,9,0,2,0,1,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob309",NA,"360",2013,"Republican","Democrat","Democrat","No"
"Ob310",2013-01-08,"Malangan Hassokhel, Tehsil Mir Ali","North Waziristan",0,9,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob310",NA,"361",2013,"Republican","Democrat","Democrat","No"
"Ob311",2013-01-10,"Hassokhel, near Mir Ali","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob311",NA,"362",2013,"Republican","Democrat","Democrat","No"
"Ob312",2013-02-06,"Spinwam","North Waziristan",3,5,0,2,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob312",NA,"363",2013,"Republican","Democrat","Democrat","No"
"Ob313",2013-02-08,"Babar Ghar","South Waziristan",6,9,0,0,0,0,2,6,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob313",NA,"364",2013,"Republican","Democrat","Democrat","No"
"Ob314",2013-03-10,"Datta Khel","North Waziristan",1,3,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob314",NA,"365",2013,"Republican","Democrat","Democrat","No"
"Ob315",2013-03-22,"New Adda, Tehsil Datta Khel","North Waziristan",1,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob315",NA,"366",2013,"Republican","Democrat","Democrat","No"
"Ob316",2013-04-14,"Datta Khel","North Waziristan",4,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob316",NA,"367",2013,"Republican","Democrat","Democrat","No"
"Ob317",2013-04-17,"Pobar, Tehsil Ladha","South Waziristan",4,6,0,0,0,0,2,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob317",NA,"368",2013,"Republican","Democrat","Democrat","No"
"Ob318",2013-05-29,"Qazi Kot, Tehsil Miranshah","North Waziristan",3,7,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob318",NA,"369",2013,"Republican","Democrat","Democrat","No"
"Ob319",2013-06-07,"Shui Khel Mandi, Tehsil Shawal","North Waziristan",7,11,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob319",NA,"370",2013,"Republican","Democrat","Democrat","No"
"Ob320",2013-07-03,"Shui Khel Mandi, Tehsil Shawal","North Waziristan",16,18,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob320",NA,"371",2013,"Republican","Democrat","Democrat","No"
"Ob321",2013-07-13,"Khray Chila Mossaki area of Mir Ali","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob321",NA,"372",2013,"Republican","Democrat","Democrat","No"
"Ob322",2013-07-28,"Zoi Nair, Tehsil Shawal","North Waziristan",5,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob322",NA,"373",2013,"Republican","Democrat","Democrat","No"
"Ob323",2013-08-31,"Mossaki, Tehsil Mir Ali","North Waziristan",3,4,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob323",NA,"374",2013,"Republican","Democrat","Democrat","No"
"Ob324",2013-09-06,"Tabi, Tehsil Ghulam Khan","North Waziristan",5,7,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob324",NA,"375",2013,"Republican","Democrat","Democrat","No"
"Ob325",2013-09-22,"ShawalPalgai area, Thesil Makin","North/South Waziristan",6,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob325",NA,"376",2013,"Republican","Democrat","Democrat","No"
"Ob326",2013-09-29,"Darga Mandi","North Waziristan",3,6,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob326",NA,"377",2013,"Republican","Democrat","Democrat","No"
"Ob327",2013-09-30,"Land Char Khel, Tehsil Datta Khel","North Waziristan",1,4,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob327",NA,"378",2013,"Republican","Democrat","Democrat","No"
"Ob328",2013-10-31,"Miranshah","North Waziristan",0,5,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob328",NA,"379",2013,"Republican","Democrat","Democrat","No"
"Ob329",2013-11-01,"Dandi Darpakhel","North Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob329",NA,"380",2013,"Republican","Democrat","Democrat","No"
"Ob330",2013-11-21,"Tal, Hangu District","Khyber Pakhtunkhwa province",6,9,0,0,0,0,1,9,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob330",NA,"381",2013,"Republican","Democrat","Democrat","No"
"Ob331",2013-11-29,"Miranshah","North Waziristan",2,3,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob331",NA,"382",2013,"Republican","Democrat","Democrat","No"
"Ob332",2013-12-25,"Qutab Khel, Miranshah","North Waziristan",3,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob332",NA,"383",2013,"Republican","Democrat","Democrat","No"
"Ob333",2014-06-11,"Tabi Tolkhel or Darga Mandi","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob333","http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#","384",2014,"Republican","Democrat","Democrat","No"
"Ob334",2014-06-12,"Darga Mandi, Dande Darpakhel or Ghulam Khan","North Waziristan",6,10,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob334",NA,"385",2014,"Republican","Democrat","Democrat","No"
"Ob335",2014-06-18,"Darga Mandi, Dande Darpakhel or Miranshah","North Waziristan",4,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob335",NA,"386",2014,"Republican","Democrat","Democrat","No"
"Ob336",2014-07-10,"Madakhel village, Datta Khel Tehsil","North Waziristan",6,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob336",NA,"387",2014,"Republican","Democrat","Democrat","No"
"Ob337",2014-07-16,"Saidgai, Datta Khel tehsil","North Waziristan",15,24,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob337",NA,"388",2014,"Republican","Democrat","Democrat","No"
"Ob338",2014-07-19,"Doga Madakhel, Datta Khel tehsil","North Waziristan",11,15,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob338",NA,"389",2014,"Republican","Democrat","Democrat","No"
"Ob339",2014-08-05,"Lawara Mandi village, Datta Khel tehsil","North Waziristan",5,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob339",NA,"390",2014,"Republican","Democrat","Democrat","No"
"Ob340",2014-09-24,"Alwara Mandi village, Datta Khel tehsil","North Waziristan",5,11,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob340",NA,"391",2014,"Republican","Democrat","Democrat","No"
"Ob341",2014-09-28,"Wana","South Waziristan",2,4,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob341",NA,"392",2014,"Republican","Democrat","Democrat","No"
"Ob342",2014-10-05,"Kundhgar, Shawal","South Waziristan",4,5,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob342",NA,"393",2014,"Republican","Democrat","Democrat","No"
"Ob343",2014-10-06,"Mangrotai, Shawal","South Waziristan",4,8,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob343",NA,"394",2014,"Republican","Democrat","Democrat","No"
"Ob344",2014-10-07,"Kundhgar, Shawal","South Waziristan",4,7,0,0,0,0,5,11,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob344",NA,"395",2014,"Republican","Democrat","Democrat","No"
"Ob345",2014-10-07,"Kundser, Datta Khel","North Waziristan",2,4,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob345",NA,"396",2014,"Republican","Democrat","Democrat","No"
"Ob346",2014-10-08,"Loman, Datta Khel","North Waziristan",2,4,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob346",NA,"397",2014,"Republican","Democrat","Democrat","No"
"Ob347",2014-10-09,"Datta Khel","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob347",NA,"398",2014,"Republican","Democrat","Democrat","No"
"Ob348",2014-10-11,"Tirah Valley","Khyber Agency",4,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob348",NA,"399",2014,"Republican","Democrat","Democrat","No"
"Ob349",2014-10-11,"Marga, Shawal","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob349",NA,"400",2014,"Republican","Democrat","Democrat","No"
"Ob350",2014-10-30,"Nargas village, Azam Warsak","South Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob350",NA,"401",2014,"Republican","Democrat","Democrat","No"
